브랜드,isAnchor,fit,소재,정규화실루엣,성별,product,size,총장,허리단면,엉덩이단면,허벅지단면,밑위,밑단단면,비고
유니클로,true,슬림,other,slim,남성,감탄팬츠,73,,38,46.25,30,23,18.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(76/92.5)
유니클로,true,슬림,other,slim,남성,감탄팬츠,76,,39.5,47.75,31,23.5,18.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(79/95.5)
유니클로,true,슬림,other,slim,남성,감탄팬츠,79,,41,49.25,32,24,19,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(82/98.5)
유니클로,true,슬림,other,slim,남성,감탄팬츠,82,,42.5,50.75,33,24.5,19.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(85/101.5)
유니클로,true,슬림,other,slim,남성,감탄팬츠,85,,44,52,34,25,20,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(88/104)
유니클로,true,슬림,other,slim,남성,감탄팬츠,88,,45.5,53.5,35,25,20.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(91/107)
유니클로,true,슬림,other,slim,남성,감탄팬츠,91,,47,55,36,25.5,20.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(94/110)
유니클로,true,슬림,other,slim,남성,감탄팬츠,95,,49,57,37.5,26,21,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(98/114)
유니클로,true,슬림,other,slim,남성,감탄팬츠,100,,51.5,59,39.5,27,21.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(103/118)
유니클로,true,슬림,other,slim,남성,감탄팬츠,105,,54,60.75,40.5,27.5,21.5,총장 미제공(다리길이 76/85);허리·엉덩이=둘레÷2(108/121.5)
유니클로,true,와이드,chino,wide,남성,와이드핏치노팬츠,73,72.5,39,51,34.5,29,22,총장 미제공(다리길이 72.5);허리·엉덩이=둘레÷2(78/102)
유니클로,true,와이드,chino,wide,남성,와이드핏치노팬츠,76,72.5,40.5,52.5,35.5,29,22.5,총장 미제공(다리길이 72.5);허리·엉덩이=둘레÷2(81/105)
유니클로,true,와이드,chino,wide,남성,와이드핏치노팬츠,79,73.5,42,54,37,29.5,23,총장 미제공(다리길이 73.5);허리·엉덩이=둘레÷2(84/108)
유니클로,true,와이드,chino,wide,남성,와이드핏치노팬츠,82,73.5,43.5,55.5,38,30,23.5,총장 미제공(다리길이 73.5);허리·엉덩이=둘레÷2(87/111)
유니클로,true,와이드,chino,wide,남성,와이드핏치노팬츠,85,74.5,45,57,39,30.5,24,총장 미제공(다리길이 74.5);허리·엉덩이=둘레÷2(90/114)
유니클로,true,와이드,chino,wide,남성,와이드핏치노팬츠,88,74.5,46.5,58.25,40,31,24.5,총장 미제공(다리길이 74.5);허리·엉덩이=둘레÷2(93/116.5)
유니클로,true,와이드,chino,wide,남성,와이드핏치노팬츠,91,74.5,48,60,41,31,24.5,총장 미제공(다리길이 74.5);허리·엉덩이=둘레÷2(96/120)
유니클로,true,와이드,chino,wide,남성,와이드핏치노팬츠,95,74.5,50,61.75,42,31.5,25,총장 미제공(다리길이 74.5);허리·엉덩이=둘레÷2(100/123.5)
유니클로,true,와이드,chino,wide,남성,와이드핏치노팬츠,100,74.5,52.5,63.75,44,32.5,25.5,총장 미제공(다리길이 74.5);허리·엉덩이=둘레÷2(105/127.5)
유니클로,true,와이드,chino,wide,남성,와이드핏치노팬츠,105,74.5,55,65.5,45.5,33,25.5,총장 미제공(다리길이 74.5);허리·엉덩이=둘레÷2(110/131)
유니클로,true,와이드,denim,wide,남성,와이드스트레이트진,28,74,38.5,49.75,33,28.5,22,허리·엉덩이=둘레÷2(77/99.5);총장=다리길이
유니클로,true,와이드,denim,wide,남성,와이드스트레이트진,29,75,39.75,51,34,28.5,22.5,허리·엉덩이=둘레÷2(79.5/102);총장=다리길이
유니클로,true,와이드,denim,wide,남성,와이드스트레이트진,30,75,41,52.25,34.5,29,22.5,허리·엉덩이=둘레÷2(82/104.5);총장=다리길이
유니클로,true,와이드,denim,wide,남성,와이드스트레이트진,31,76,42.25,53.5,35,29,23,허리·엉덩이=둘레÷2(84.5/107);총장=다리길이
유니클로,true,와이드,denim,wide,남성,와이드스트레이트진,32,76,43.5,54.75,36,29.5,23.5,허리·엉덩이=둘레÷2(87/109.5);총장=다리길이
유니클로,true,와이드,denim,wide,남성,와이드스트레이트진,33,77,44.75,56,36.5,30,24,허리·엉덩이=둘레÷2(89.5/112);총장=다리길이
유니클로,true,와이드,denim,wide,남성,와이드스트레이트진,34,77,46,57.25,37,30,24,허리·엉덩이=둘레÷2(92/114.5);총장=다리길이
유니클로,true,와이드,denim,wide,남성,와이드스트레이트진,35,77,47.25,58.5,38,30.5,24.5,허리·엉덩이=둘레÷2(94.5/117);총장=다리길이
유니클로,true,와이드,denim,wide,남성,와이드스트레이트진,36,77,48.5,59.75,38,30.5,24.5,허리·엉덩이=둘레÷2(97/119.5);총장=다리길이
유니클로,true,와이드,denim,wide,남성,와이드스트레이트진,38,77,51,61.75,39.5,31,25,허리·엉덩이=둘레÷2(102/123.5);총장=다리길이
유니클로,true,와이드,denim,wide,남성,와이드스트레이트진,40,77,53.5,64,41.5,32,25.5,허리·엉덩이=둘레÷2(107/128);총장=다리길이
유니클로,true,와이드,denim,wide,남성,와이드스트레이트진,42,77,56,66.25,43,32,25.5,허리·엉덩이=둘레÷2(112/132.5);총장=다리길이
유니클로,true,와이드,other,wide,공용,스웨트와이드팬츠,XS,66,31,49.5,32,29.5,22.5,허리·엉덩이=둘레÷2(62/99);총장=다리길이
유니클로,true,와이드,other,wide,공용,스웨트와이드팬츠,S,68,34,52.5,34,30.5,23.5,허리·엉덩이=둘레÷2(68/105);총장=다리길이
유니클로,true,와이드,other,wide,공용,스웨트와이드팬츠,M,70,37,55.5,36,31,24.5,허리·엉덩이=둘레÷2(74/111);총장=다리길이
유니클로,true,와이드,other,wide,공용,스웨트와이드팬츠,L,72,40,58.5,37.5,32,25,허리·엉덩이=둘레÷2(80/117);총장=다리길이
유니클로,true,와이드,other,wide,공용,스웨트와이드팬츠,XL,72,44,62,39.5,33,26,허리·엉덩이=둘레÷2(88/124);총장=다리길이
유니클로,true,와이드,other,wide,공용,스웨트와이드팬츠,XXL,72,47,64,41,34,26.5,허리·엉덩이=둘레÷2(94/128);총장=다리길이
유니클로,true,와이드,other,wide,공용,스웨트와이드팬츠,3XL,72,49.5,66.5,42.5,35,27.5,허리·엉덩이=둘레÷2(99/133);총장=다리길이
유니클로,true,와이드,other,wide,공용,스웨트와이드팬츠,4XL,72,52,68.75,44,36,28.5,허리·엉덩이=둘레÷2(104/137.5);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠,XS,77,32.5,44,32,27,23,허리·엉덩이=둘레÷2(65/88);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠,S,77,34.5,46.25,33.5,27.5,24,허리·엉덩이=둘레÷2(69/92.5);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠,M,77,36.5,48.25,34.5,28.5,24.5,허리·엉덩이=둘레÷2(73/96.5);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠,L,77,38.5,50.5,36,29,25,허리·엉덩이=둘레÷2(77/101);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠,XL,77,41.5,53.25,37.5,30,25.5,허리·엉덩이=둘레÷2(83/106.5);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠,XXL,77,44.5,56.25,39.5,30.5,26,허리·엉덩이=둘레÷2(89/112.5);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠,3XL,77,48.5,59.75,42,31,26.5,허리·엉덩이=둘레÷2(97/119.5);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠(다리길이70~72cm),XS,70,32.5,44,32,27,23,허리·엉덩이=둘레÷2(65/88);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠(다리길이70~72cm),S,72,34.5,46.25,33.5,27.5,24,허리·엉덩이=둘레÷2(69/92.5);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠(다리길이70~72cm),M,72,36.5,48.25,34.5,28.5,24.5,허리·엉덩이=둘레÷2(73/96.5);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠(다리길이70~72cm),L,72,38.5,50.5,36,29,25,허리·엉덩이=둘레÷2(77/101);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠(다리길이70~72cm),XL,72,41.5,53.25,37.5,30,25.5,허리·엉덩이=둘레÷2(83/106.5);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠(다리길이70~72cm),XXL,72,44.5,56.25,39.5,30.5,26,허리·엉덩이=둘레÷2(89/112.5);총장=다리길이
유니클로,true,와이드,other,wide,공용,저지배럴레그팬츠(다리길이70~72cm),3XL,72,48.5,59.75,42,31,26.5,허리·엉덩이=둘레÷2(97/119.5);총장=다리길이
유니클로,true,릴랙스,other,wide,여성,리넨블렌드이지팬츠,XS,68,29.5,46.75,31.5,26,26.5,허리·엉덩이=둘레÷2(59/93.5);총장=다리길이
유니클로,true,릴랙스,other,wide,여성,리넨블렌드이지팬츠,S,70,31.5,48.75,32.5,26.5,27.5,허리·엉덩이=둘레÷2(63/97.5);총장=다리길이
유니클로,true,릴랙스,other,wide,여성,리넨블렌드이지팬츠,M,70,33.5,50.75,34,27,28,허리·엉덩이=둘레÷2(67/101.5);총장=다리길이
유니클로,true,릴랙스,other,wide,여성,리넨블렌드이지팬츠,L,70,36.5,53.75,35.5,28,28.5,허리·엉덩이=둘레÷2(73/107.5);총장=다리길이
유니클로,true,릴랙스,other,wide,여성,리넨블렌드이지팬츠,XL,70,39.5,56.75,37.5,29,29.5,허리·엉덩이=둘레÷2(79/113.5);총장=다리길이
유니클로,true,릴랙스,other,wide,여성,리넨블렌드이지팬츠,XXL,70,42.5,59.75,39.5,29.5,30,허리·엉덩이=둘레÷2(85/119.5);총장=다리길이
유니클로,true,릴랙스,other,wide,여성,리넨블렌드이지팬츠,3XL,70,45.5,62.75,41.5,30,31,허리·엉덩이=둘레÷2(91/125.5);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이74~77cm·긴기장),XS,74,30.5,45.25,30.5,26,25,허리·엉덩이=둘레÷2(61/90.5);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이74~77cm·긴기장),S,75.5,32.5,47.25,31.5,26.5,26,허리·엉덩이=둘레÷2(65/94.5);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이74~77cm·긴기장),M,76,34.5,49.25,33,27,27,허리·엉덩이=둘레÷2(69/98.5);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이74~77cm·긴기장),L,76,36.5,51.5,34.5,28,28,허리·엉덩이=둘레÷2(73/103);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이74~77cm·긴기장),XL,76,39.5,54.5,36,29,29,허리·엉덩이=둘레÷2(79/109);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이74~77cm·긴기장),XXL,76.5,42.5,57.5,38,29.5,30.5,허리·엉덩이=둘레÷2(85/115);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이74~77cm·긴기장),3XL,77,45.5,60.25,40,30,32,허리·엉덩이=둘레÷2(91/120.5);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이69~72cm),XS,69,30.5,45.25,30.5,26,25,허리·엉덩이=둘레÷2(61/90.5);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이69~72cm),S,70.5,32.5,47.25,31.5,26.5,26,허리·엉덩이=둘레÷2(65/94.5);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이69~72cm),M,71,34.5,49.25,33,27,27,허리·엉덩이=둘레÷2(69/98.5);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이69~72cm),L,71,36.5,51.5,34.5,28,28,허리·엉덩이=둘레÷2(73/103);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이69~72cm),XL,71,39.5,54.5,36,29,29,허리·엉덩이=둘레÷2(79/109);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이69~72cm),XXL,71.5,42.5,57.5,38,29.5,30.5,허리·엉덩이=둘레÷2(85/115);총장=다리길이
유니클로,true,레귤러,other,straight,여성,스웨트스트레이트팬츠(다리길이69~72cm),3XL,72,45.5,60.25,40,30,32,허리·엉덩이=둘레÷2(91/120.5);총장=다리길이
유니클로,true,루즈,other,wide,여성,이지유틸리티팬츠,XS,68,30,49.75,33.5,26.5,26,허리·엉덩이=둘레÷2(60/99.5);총장=다리길이
유니클로,true,루즈,other,wide,여성,이지유틸리티팬츠,S,70,32,51.75,35,27.5,27,허리·엉덩이=둘레÷2(64/103.5);총장=다리길이
유니클로,true,루즈,other,wide,여성,이지유틸리티팬츠,M,70,34,53.75,36.5,28,28,허리·엉덩이=둘레÷2(68/107.5);총장=다리길이
유니클로,true,루즈,other,wide,여성,이지유틸리티팬츠,L,72,36,56,37.5,29,29,허리·엉덩이=둘레÷2(72/112);총장=다리길이
유니클로,true,루즈,other,wide,여성,이지유틸리티팬츠,XL,72,39,58.75,39.5,30,30,허리·엉덩이=둘레÷2(78/117.5);총장=다리길이
유니클로,true,루즈,other,wide,여성,이지유틸리티팬츠,XXL,72,42,61.75,41.5,30.5,31.5,허리·엉덩이=둘레÷2(84/123.5);총장=다리길이
유니클로,true,루즈,other,wide,여성,이지유틸리티팬츠,3XL,72,45,64.5,43.5,31,33,허리·엉덩이=둘레÷2(90/129);총장=다리길이
스파오,true,와이드핏,denim,wide,남성,[COOL] 와이드 진,28,106,38.5,53,33.8,31,26,허리·엉덩이·허벅지·밑단=둘레÷2(77/106/67.6/52);밑위=앞밑위길이
스파오,true,와이드핏,denim,wide,남성,[COOL] 와이드 진,30,107,40.5,55,35.05,32,26.5,둘레÷2(81/110/70.1/53);밑위=앞밑위길이
스파오,true,와이드핏,denim,wide,남성,[COOL] 와이드 진,31,107.5,41.5,56,35.65,32.5,26.7,둘레÷2(83/112/71.3/53.4);밑위=앞밑위길이
스파오,true,와이드핏,denim,wide,남성,[COOL] 와이드 진,32,108,42.5,57,36.25,33,27,둘레÷2(85/114/72.5/54);밑위=앞밑위길이
스파오,true,와이드핏,denim,wide,남성,[COOL] 와이드 진,33,108.5,43.75,58.25,37,33.5,27.3,둘레÷2(87.5/116.5/74/54.6);밑위=앞밑위길이
스파오,true,와이드핏,denim,wide,남성,[COOL] 와이드 진,34,109,45,59.5,37.75,34,27.6,둘레÷2(90/119/75.5/55.2);밑위=앞밑위길이
스파오,true,와이드핏,denim,wide,남성,[COOL] 와이드 진,36,110,47.5,62,39.25,35,28.2,둘레÷2(95/124/78.5/56.4);밑위=앞밑위길이
스파오,true,레귤러,denim,straight,남성,[COOL] 스트레이트 진,28,107.5,38.5,49.5,31.45,29,22.25,둘레÷2(77/99/62.9/44.5);밑위=앞밑위길이
스파오,true,레귤러,denim,straight,남성,[COOL] 스트레이트 진,30,108,40.5,50.5,32.05,29.5,22.5,둘레÷2(81/101/64.1/45);밑위=앞밑위길이
스파오,true,레귤러,denim,straight,남성,[COOL] 스트레이트 진,31,108.5,41.5,51.5,32.65,30,22.75,둘레÷2(83/103/65.3/45.5);밑위=앞밑위길이
스파오,true,레귤러,denim,straight,남성,[COOL] 스트레이트 진,32,109,42.5,52.5,33.25,30.5,23,둘레÷2(85/105/66.5/46);밑위=앞밑위길이
스파오,true,레귤러,denim,straight,남성,[COOL] 스트레이트 진,33,109.5,43.75,53.75,34,31,22.8,둘레÷2(87.5/107.5/68/45.6);밑위=앞밑위길이
스파오,true,레귤러,denim,straight,남성,[COOL] 스트레이트 진,34,110,45,55,34.75,31.5,23.6,둘레÷2(90/110/69.5/47.2);밑위=앞밑위길이
스파오,true,레귤러,denim,straight,남성,[COOL] 스트레이트 진,36,110.5,46.25,56.25,35.5,32,23.9,둘레÷2(92.5/112.5/71/47.8);밑위=앞밑위길이
스파오,true,레귤러,slacks,tapered,남성,[COOL] 테이퍼드 슬랙스,28,95,38,48,30.2,26.3,18,둘레÷2(76/96/60.4/36);밑위=앞밑위길이
스파오,true,레귤러,slacks,tapered,남성,[COOL] 테이퍼드 슬랙스,30,95.5,40,50,31.35,26.9,18.5,둘레÷2(80/100/62.7/37);밑위=앞밑위길이
스파오,true,레귤러,slacks,tapered,남성,[COOL] 테이퍼드 슬랙스,32,96,42,52,32.5,27.5,19,둘레÷2(84/104/65/38);밑위=앞밑위길이
스파오,true,레귤러,slacks,tapered,남성,[COOL] 테이퍼드 슬랙스,34,96.5,44.5,54.5,33.9,28.1,19.5,둘레÷2(89/109/67.8/39);밑위=앞밑위길이
스파오,true,레귤러,slacks,tapered,남성,[COOL] 테이퍼드 슬랙스,36,97,47,57,35.3,28.7,20,둘레÷2(94/114/70.6/40);밑위=앞밑위길이
스파오,true,와이드,slacks,wide,남성,[COOL] 와이드 슬랙스,28,103,37,53,32.7,28.8,23,둘레÷2(74/106/65.4/46);밑위=앞밑위길이
스파오,true,와이드,slacks,wide,남성,[COOL] 와이드 슬랙스,30,103.5,39,55,33.85,29.4,23.5,둘레÷2(78/110/67.7/47);밑위=앞밑위길이
스파오,true,와이드,slacks,wide,남성,[COOL] 와이드 슬랙스,32,104,41,57,35,30,24,둘레÷2(82/114/70/48);밑위=앞밑위길이
스파오,true,와이드,slacks,wide,남성,[COOL] 와이드 슬랙스,34,104.5,43.5,59.5,36.4,30.6,24.5,둘레÷2(87/119/72.8/49);밑위=앞밑위길이
스파오,true,와이드,slacks,wide,남성,[COOL] 와이드 슬랙스,36,105,46,62,37.8,31.2,25,둘레÷2(92/124/75.6/50);밑위=앞밑위길이
스파오,true,와이드,other,wide,남성,벌룬 와이드 코튼 팬츠,74,107,37.5,53,34.5,30,23.8,둘레÷2(75/106/69/47.6);밑위=앞밑위길이
스파오,true,와이드,other,wide,남성,벌룬 와이드 코튼 팬츠,78,108,40,55.5,36,31,24.4,둘레÷2(80/111/72/48.8);밑위=앞밑위길이
스파오,true,와이드,other,wide,남성,벌룬 와이드 코튼 팬츠,82,109,42.5,58,37.5,32,25,둘레÷2(85/116/75/50);밑위=앞밑위길이
스파오,true,와이드,other,wide,남성,벌룬 와이드 코튼 팬츠,86,110,45,60.5,39,33,25.6,둘레÷2(90/121/78/51.2);밑위=앞밑위길이
스파오,true,와이드,other,wide,남성,벌룬 와이드 코튼 팬츠,90,111,47.5,63,40.5,34,26.2,둘레÷2(95/126/81/52.4);밑위=앞밑위길이
스파오,true,레귤러,denim,tapered,남성,[COOL] 테이퍼드 진,74,97.5,38.5,48.5,29.8,26,17.5,둘레÷2(77/97/59.6/35);밑위=앞밑위길이
스파오,true,레귤러,denim,tapered,남성,[COOL] 테이퍼드 진,78,98.5,40.5,50.5,31.05,27,18,둘레÷2(81/101/62.1/36);밑위=앞밑위길이
스파오,true,레귤러,denim,tapered,남성,[COOL] 테이퍼드 진,80,99,41.5,51.5,31.65,27.5,18.25,둘레÷2(83/103/63.3/36.5);밑위=앞밑위길이
스파오,true,레귤러,denim,tapered,남성,[COOL] 테이퍼드 진,82,99.5,42.5,52.5,32.25,28,18.5,둘레÷2(85/105/64.5/37);밑위=앞밑위길이
스파오,true,레귤러,denim,tapered,남성,[COOL] 테이퍼드 진,84,100,43.75,53.75,33,28.5,18.8,둘레÷2(87.5/107.5/66/37.6);밑위=앞밑위길이
스파오,true,레귤러,denim,tapered,남성,[COOL] 테이퍼드 진,86,100.5,45,55,33.75,29,19.1,둘레÷2(90/110/67.5/38.2);밑위=앞밑위길이
스파오,true,레귤러,denim,tapered,남성,[COOL] 테이퍼드 진,90,101.5,47.5,57.5,35.25,30,19.7,둘레÷2(95/115/70.5/39.4);밑위=앞밑위길이
스파오,true,와이드,other,wide,여성,여성 벌룬 와이드 코튼 팬츠,25,105.5,32.75,51.75,35.25,33,22.4,둘레÷2(65.5/103.5/70.5/44.8);밑위=앞밑위길이
스파오,true,와이드,other,wide,여성,여성 벌룬 와이드 코튼 팬츠,26,106,34,53,36,33.5,23,둘레÷2(68/106/72/46);밑위=앞밑위길이
스파오,true,와이드,other,wide,여성,여성 벌룬 와이드 코튼 팬츠,27,106.5,35.25,54.25,36.75,34,23.6,둘레÷2(70.5/108.5/73.5/47.2);밑위=앞밑위길이
스파오,true,와이드,other,wide,여성,여성 벌룬 와이드 코튼 팬츠,28,107,36.5,55.5,37.5,34.5,24.2,둘레÷2(73/111/75/48.4);밑위=앞밑위길이
스파오,true,와이드,other,wide,여성,여성 벌룬 와이드 코튼 팬츠,29,107.5,37.75,56.75,38.25,35,24.8,둘레÷2(75.5/113.5/76.5/49.6);밑위=앞밑위길이
스파오,true,와이드,other,wide,여성,골지 롱 와이드 팬츠,S,96,33,55,34.5,32,27.5,둘레÷2(66/110/69/55);밑위=앞밑위길이
스파오,true,와이드,other,wide,여성,골지 롱 와이드 팬츠,M,97,35.5,57.5,36,33,28.5,둘레÷2(71/115/72/57);밑위=앞밑위길이
스파오,true,와이드,other,wide,여성,골지 롱 와이드 팬츠,L,98,38,60,37.5,34,29.5,둘레÷2(76/120/75/59);밑위=앞밑위길이
스파오,true,와이드,denim,wide,여성,[COOL] 롱 와이드 진,24,103.5,30.5,48.5,33.5,30,26.3,둘레÷2(61/97/67/52.6);밑위=앞밑위길이
스파오,true,와이드,denim,wide,여성,[COOL] 롱 와이드 진,25,104,31.75,49.75,34.25,30.5,26.9,둘레÷2(63.5/99.5/68.5/53.8);밑위=앞밑위길이
스파오,true,와이드,denim,wide,여성,[COOL] 롱 와이드 진,26,104.5,33,51,35,31,27.5,둘레÷2(66/102/70/55);밑위=앞밑위길이
스파오,true,와이드,denim,wide,여성,[COOL] 롱 와이드 진,27,105,34.25,52.25,35.75,31.5,28.1,둘레÷2(68.5/104.5/71.5/56.2);밑위=앞밑위길이
스파오,true,와이드,denim,wide,여성,[COOL] 롱 와이드 진,28,105.5,35.5,53.5,36.5,32,28.7,둘레÷2(71/107/73/57.4);밑위=앞밑위길이
스파오,true,와이드,denim,wide,여성,[COOL] 롱 와이드 진,29,106,36.75,54.75,37.25,32.5,29.3,둘레÷2(73.5/109.5/74.5/58.6);밑위=앞밑위길이
스파오,true,와이드,denim,wide,여성,[COOL] 롱 와이드 진,30,106.5,38,56,38,33,29.9,둘레÷2(76/112/76/59.8);밑위=앞밑위길이
스파오,true,와이드,other,wide,여성,와이드 사선 카고 밴딩 팬츠,S,102.5,32,55,34.5,33,29,둘레÷2(64/110/69/58);밑위=앞밑위길이
스파오,true,와이드,other,wide,여성,와이드 사선 카고 밴딩 팬츠,M,103.5,34.5,57.5,36,34,30,둘레÷2(69/115/72/60);밑위=앞밑위길이
스파오,true,와이드,other,wide,여성,와이드 사선 카고 밴딩 팬츠,L,104.5,37,60,37.5,35,31,둘레÷2(74/120/75/62);밑위=앞밑위길이
스파오,true,레귤러,denim,straight,여성,[COOL] 스트레이트 진,24,104,31,45,28.5,28,22.3,스파오 매핑 둘레÷2
스파오,true,레귤러,denim,straight,여성,[COOL] 스트레이트 진,25,104.5,32.25,46.25,29.25,28.5,22.9,스파오 매핑 둘레÷2
스파오,true,레귤러,denim,straight,여성,[COOL] 스트레이트 진,26,105,33.5,47.5,30,29,23.5,스파오 매핑 둘레÷2
스파오,true,레귤러,denim,straight,여성,[COOL] 스트레이트 진,27,105.5,34.75,48.75,30.75,29.5,24.1,스파오 매핑 둘레÷2
스파오,true,레귤러,denim,straight,여성,[COOL] 스트레이트 진,28,106,36,50,31.5,30,24.7,스파오 매핑 둘레÷2
스파오,true,레귤러,denim,straight,여성,[COOL] 스트레이트 진,29,106.5,37.25,51.25,32.25,30.5,25.3,스파오 매핑 둘레÷2
스파오,true,레귤러,denim,straight,여성,[COOL] 스트레이트 진,30,107,38.5,52.5,33,31,25.9,스파오 매핑 둘레÷2
스파오,true,레귤러,slacks,straight,여성,[COOL] 스트레이트 슬랙스,64,100.5,33.75,45.5,29.5,26,23.4,스파오 매핑 둘레÷2
스파오,true,레귤러,slacks,straight,여성,[COOL] 스트레이트 슬랙스,67,101,35,46.75,30.25,26.5,24,스파오 매핑 둘레÷2
스파오,true,레귤러,slacks,straight,여성,[COOL] 스트레이트 슬랙스,70,101.5,36.25,48,31,27,24.6,스파오 매핑 둘레÷2
스파오,true,레귤러,slacks,straight,여성,[COOL] 스트레이트 슬랙스,73,102,37.5,49.25,31.75,27.5,25.2,스파오 매핑 둘레÷2
스파오,true,레귤러,slacks,straight,여성,[COOL] 스트레이트 슬랙스,75,102.5,38.75,50.5,32.5,28,25.8,스파오 매핑 둘레÷2
스파오,true,레귤러,slacks,straight,여성,[COOL] 스트레이트 슬랙스,78,103,40,51.75,33.25,28.5,26.4,스파오 매핑 둘레÷2
스파오,true,와이드,denim,wide,여성,[COOL] 여성 벌룬 와이드 진,25,105.5,32.75,52.75,35.75,32.5,22.4,스파오 매핑 둘레÷2
스파오,true,와이드,denim,wide,여성,[COOL] 여성 벌룬 와이드 진,26,106,34,54,36.5,33,23,스파오 매핑 둘레÷2
스파오,true,와이드,denim,wide,여성,[COOL] 여성 벌룬 와이드 진,27,106.5,35.25,55.25,37.25,33.5,23.6,스파오 매핑 둘레÷2
스파오,true,와이드,denim,wide,여성,[COOL] 여성 벌룬 와이드 진,28,107,36.5,56.5,38,34,24.2,스파오 매핑 둘레÷2
스파오,true,와이드,denim,wide,여성,[COOL] 여성 벌룬 와이드 진,29,107.5,37.75,57.75,38.75,34.5,24.8,스파오 매핑 둘레÷2
스파오,true,레귤러,denim,straight,여성,스트레이트 진,24,97,30.5,,27.75,27,20.8,스파오 매핑 둘레÷2·엉덩이 없음
스파오,true,레귤러,denim,straight,여성,스트레이트 진,25,102.5,31.75,,28.5,27.5,21.4,스파오 매핑 둘레÷2·엉덩이 없음
스파오,true,레귤러,denim,straight,여성,스트레이트 진,26,103,33,,29.25,28,22,스파오 매핑 둘레÷2·엉덩이 없음
스파오,true,레귤러,denim,straight,여성,스트레이트 진,27,103.5,34.25,,30,28.5,22.6,스파오 매핑 둘레÷2·엉덩이 없음
스파오,true,레귤러,denim,straight,여성,스트레이트 진,28,104,35.5,,30.75,29,23.2,스파오 매핑 둘레÷2·엉덩이 없음
스파오,true,레귤러,denim,straight,여성,스트레이트 진,29,104.5,36.75,,31.5,29.5,23.8,스파오 매핑 둘레÷2·엉덩이 없음
스파오,true,레귤러,denim,straight,여성,스트레이트 진,30,105,38,,32.25,30,24.4,스파오 매핑 둘레÷2·엉덩이 없음
스파오,true,레귤러,denim,bootcut,여성,[COOL] 부츠컷 진,61,102,31.5,42,25,25,24.8,부츠컷·스파오 매핑 둘레÷2
스파오,true,레귤러,denim,bootcut,여성,[COOL] 부츠컷 진,64,102.5,32.75,43.25,25.75,25.5,25.4,부츠컷·스파오 매핑 둘레÷2
스파오,true,레귤러,denim,bootcut,여성,[COOL] 부츠컷 진,67,103,34,44.5,26.5,26,26,부츠컷·스파오 매핑 둘레÷2
스파오,true,레귤러,denim,bootcut,여성,[COOL] 부츠컷 진,70,103.5,35.25,45.75,27.25,26.5,26.6,부츠컷·스파오 매핑 둘레÷2
